Settlement Name,Project Type,Project Status,Completion Percentage,Start Date,End Date,Project Budget (KES),Infrastructure Level,Population Density,Growth Rate,Need New Infrastructure
Isiolo,Electricity,Delayed,73,2021-10-08,2023-06-26,22000000,High,High,Stable,0
Thika,Bridge,Delayed,67,2022-03-11,2023-02-24,20000000,Medium,Medium,Slow,0
Mandera,Bridge,Delayed,47,2021-05-07,2022-12-27,66000000,High,Low,Stable,0
Nakuru,Water,In Progress,26,2022-05-16,2023-09-24,26000000,Medium,Low,Slow,0
Mandera,Electricity,In Progress,95,2022-11-18,2023-12-06,49000000,High,Low,Slow,0
Nairobi,Bridge,In Progress,99,2021-08-11,2022-10-21,78000000,Medium,Medium,Rapid,0
Marsabit,School,Completed,100,2020-08-07,2021-05-30,85000000,Medium,Low,Stable,0
Kitale,Market,Not Started,0,,,18000000,Medium,Medium,Rapid,0
Mombasa,School,Not Started,0,,,20000000,Low,Low,Slow,0
Embu,School,Completed,100,2018-08-10,2018-12-12,83000000,Medium,Medium,Rapid,0
Nyeri,Electricity,Delayed,77,2022-01-18,2023-03-14,74000000,Medium,High,Rapid,0
Eldoret,School,Completed,100,2018-02-12,2018-12-01,74000000,High,Medium,Stable,0
Machakos,Road,In Progress,62,2021-02-10,2022-10-13,66000000,Low,Medium,Slow,0
Thika,Hospital,Completed,100,2018-08-28,2019-06-02,53000000,High,High,Stable,0
Isiolo,School,Completed,100,2018-02-24,2019-01-01,85000000,Medium,High,Slow,0
Narok,Hospital,In Progress,21,2022-03-27,2024-02-09,28000000,Low,Low,Slow,0
Naivasha,Road,Delayed,24,2021-01-07,2022-11-05,45000000,Low,Low,Slow,0
Nyeri,Road,In Progress,97,2022-11-09,2023-07-07,46000000,Low,High,Stable,0
Mombasa,Road,Delayed,79,2022-12-08,2024-01-05,30000000,High,Low,Slow,0
Voi,Hospital,Not Started,0,,,30000000,Low,High,Slow,0
Nakuru,Road,In Progress,68,2022-11-20,2023-06-12,85000000,High,High,Stable,0
Nyeri,Electricity,In Progress,77,2022-01-06,2022-09-14,78000000,High,Low,Rapid,0
Kericho,Road,Delayed,60,2021-01-21,2022-01-24,15000000,Low,Medium,Rapid,0
Nakuru,Electricity,Completed,100,2018-07-27,2019-10-03,40000000,High,Medium,Stable,0
Meru,Road,Delayed,33,2021-04-17,2022-03-07,91000000,Medium,High,Slow,0
Eldoret,Electricity,In Progress,67,2021-10-30,2022-04-23,48000000,High,Low,Stable,0
Eldoret,Electricity,In Progress,11,2021-04-05,2023-02-17,86000000,High,Low,Rapid,0
Marsabit,Road,Delayed,30,2021-09-20,2023-07-06,45000000,Medium,Low,Stable,0
Wajir,Electricity,Not Started,0,,,81000000,High,Medium,Rapid,0
Nairobi,Water,In Progress,66,2022-01-04,2022-05-17,56000000,Low,Medium,Rapid,0
Kericho,Road,Completed,100,2020-09-11,2021-04-25,37000000,Medium,Low,Stable,0
Eldoret,Market,Delayed,51,2022-06-27,2023-12-20,79000000,Medium,Low,Slow,0
Narok,Water,Not Started,0,,,77000000,High,Low,Slow,0
Kitale,Bridge,Not Started,0,,,7000000,Medium,Low,Stable,0
Nairobi,Water,Delayed,56,2021-11-22,2022-01-27,1000000,High,Medium,Rapid,0
Lamu,Market,Completed,100,2020-07-13,2021-08-09,74000000,Medium,High,Slow,0
Lamu,Bridge,In Progress,23,2022-05-12,2023-02-25,52000000,High,Medium,Slow,0
Kisumu,Electricity,In Progress,60,2022-08-24,2023-10-22,2000000,Low,Medium,Rapid,0
Lodwar,Electricity,Delayed,66,2021-05-28,2022-09-02,46000000,High,High,Stable,0
Narok,Market,Delayed,54,2021-08-19,2022-05-01,99000000,Low,Medium,Rapid,0
Voi,Market,Completed,100,2019-02-15,2020-06-08,56000000,High,Medium,Rapid,0
Kakamega,Road,In Progress,38,2022-12-29,2023-02-07,74000000,Low,Low,Slow,0
Narok,Water,In Progress,78,2022-08-06,2023-06-17,34000000,Medium,High,Stable,0
Lodwar,Market,Delayed,68,2021-04-18,2022-12-13,58000000,High,High,Rapid,0
Marsabit,Road,Not Started,0,,,48000000,High,Medium,Rapid,0
Nairobi,Bridge,Not Started,0,,,97000000,Low,High,Rapid,1
Kakamega,School,Completed,100,2019-12-04,2020-11-11,46000000,Medium,Low,Slow,0
Eldoret,Road,Delayed,89,2022-05-25,2023-08-21,42000000,Medium,Medium,Rapid,0
Nakuru,Hospital,Delayed,71,2021-07-19,2023-03-25,9000000,Low,Medium,Rapid,0
Mombasa,Hospital,Completed,100,2020-06-27,2021-01-12,22000000,High,Medium,Stable,0
Narok,School,In Progress,70,2021-08-23,2022-11-16,81000000,High,High,Rapid,0
Kakamega,Bridge,In Progress,67,2022-04-29,2022-09-21,76000000,High,High,Rapid,0
Nakuru,Market,Completed,100,2019-09-22,2020-12-27,75000000,Medium,Low,Rapid,0
Malindi,Hospital,Delayed,91,2022-02-27,2023-09-02,83000000,Medium,Low,Rapid,0
Wajir,Road,In Progress,46,2022-02-12,2022-04-24,28000000,Low,High,Rapid,1
Malindi,Market,Not Started,0,,,54000000,Medium,High,Slow,0
Nyeri,Road,Completed,100,2018-09-15,2019-01-05,12000000,Medium,High,Rapid,0
Malindi,Water,Completed,100,2020-10-03,2021-04-01,51000000,High,High,Slow,0
Mombasa,School,Completed,100,2020-08-03,2021-05-21,11000000,Low,Medium,Slow,0
Kakamega,Road,In Progress,21,2021-08-28,2023-01-14,50000000,Low,High,Stable,0
Eldoret,School,Delayed,32,2021-03-28,2022-08-13,44000000,Low,High,Stable,0
Meru,Water,In Progress,54,2021-12-06,2022-08-10,68000000,High,High,Slow,0
Mandera,Bridge,Not Started,0,,,2000000,High,High,Slow,0
Garissa,Hospital,Not Started,0,,,62000000,Low,Medium,Slow,0
Kitale,Bridge,In Progress,3,2021-05-29,2021-09-10,95000000,Low,Low,Stable,0
Nairobi,Hospital,Completed,100,2020-06-25,2020-10-27,74000000,Low,Medium,Stable,0
Eldoret,Road,Not Started,0,,,11000000,High,Medium,Stable,0
Malindi,Hospital,Not Started,0,,,95000000,Medium,Medium,Slow,0
Embu,Bridge,Completed,100,2018-08-06,2019-09-22,15000000,Medium,High,Stable,0
Nairobi,Market,In Progress,23,2022-06-08,2023-08-08,97000000,Medium,Medium,Rapid,0
Kitale,Hospital,In Progress,44,2021-03-25,2022-05-04,8000000,High,High,Slow,0
Wajir,Hospital,Delayed,77,2021-08-08,2022-11-08,78000000,Low,High,Rapid,0
Nairobi,School,Completed,100,2020-02-03,2020-12-25,57000000,High,Medium,Rapid,0
Voi,Hospital,In Progress,28,2022-05-10,2024-01-24,17000000,Medium,Low,Stable,0
Meru,School,Completed,100,2018-03-01,2018-08-23,91000000,High,High,Slow,0
Mandera,Road,Not Started,0,,,15000000,Low,Low,Rapid,0
Meru,Bridge,In Progress,40,2022-02-11,2023-05-11,77000000,High,High,Rapid,0
Eldoret,School,Completed,100,2018-03-28,2019-01-02,4000000,Medium,Low,Rapid,0
Nakuru,Electricity,Delayed,98,2022-11-10,2023-02-05,34000000,Medium,Medium,Stable,0
Garissa,Market,Delayed,31,2022-06-20,2023-06-29,5000000,High,Low,Rapid,0
Nyeri,Electricity,Delayed,78,2021-04-04,2022-01-18,33000000,High,High,Slow,0
Lamu,Market,Completed,100,2019-06-13,2019-11-04,23000000,Low,Medium,Stable,0
Kakamega,Market,Delayed,53,2022-06-22,2023-05-12,72000000,High,Low,Stable,0
Nakuru,Water,Completed,100,2019-09-26,2020-08-18,40000000,High,Low,Stable,0
Nairobi,Hospital,Delayed,19,2021-09-15,2022-08-30,56000000,Medium,Low,Slow,0
Wajir,Road,Not Started,0,,,41000000,Low,Low,Rapid,0
Kisumu,Hospital,Delayed,17,2022-04-10,2023-01-08,20000000,Low,Medium,Rapid,0
Isiolo,Hospital,Delayed,90,2021-06-03,2022-04-12,7000000,Medium,Low,Slow,0
Meru,Road,In Progress,35,2022-10-29,2023-11-21,92000000,Medium,Medium,Rapid,0
Lodwar,Hospital,In Progress,28,2022-10-11,2024-04-25,63000000,Medium,Low,Stable,0
Kakamega,Water,Completed,100,2018-03-15,2018-07-03,37000000,High,Medium,Stable,0
Mandera,Road,Not Started,0,,,20000000,Medium,Medium,Rapid,0
Nairobi,Hospital,In Progress,33,2021-02-12,2022-03-09,64000000,Medium,Medium,Stable,0
Narok,Bridge,In Progress,9,2022-08-23,2023-04-30,7000000,Medium,Medium,Stable,0
Naivasha,Water,Not Started,0,,,44000000,High,High,Rapid,0
Garissa,Bridge,Delayed,50,2021-10-20,2022-05-23,13000000,Low,Medium,Slow,0
Nyeri,Electricity,Not Started,0,,,73000000,High,Medium,Slow,0
Isiolo,Electricity,In Progress,62,2021-09-18,2022-05-30,78000000,Low,High,Slow,0
Kakamega,Road,Delayed,63,2022-11-09,2022-12-19,55000000,Low,Low,Rapid,0
Kitale,Road,Not Started,0,,,56000000,Low,Low,Stable,0
Mombasa,Bridge,Not Started,0,,,25000000,Low,Low,Stable,0
Kakamega,Hospital,Delayed,6,2022-11-17,2024-10-17,58000000,High,High,Slow,0
Kericho,Electricity,In Progress,59,2022-10-07,2024-01-18,84000000,Low,Medium,Slow,0
Narok,Electricity,Completed,100,2019-02-28,2019-07-01,23000000,Medium,Low,Rapid,0
Marsabit,Water,Not Started,0,,,56000000,Low,Medium,Slow,0
Garissa,Bridge,Not Started,0,,,85000000,Low,High,Stable,0
Voi,Market,Delayed,65,2021-08-24,2022-01-15,39000000,Low,Low,Stable,0
Thika,Road,Completed,100,2019-12-20,2021-03-17,66000000,High,Low,Rapid,0
Wajir,Hospital,Not Started,0,,,10000000,Low,Low,Stable,0
Lamu,Road,In Progress,19,2022-02-08,2022-11-13,80000000,High,Medium,Rapid,0
Naivasha,Market,In Progress,5,2021-07-20,2022-10-14,85000000,High,High,Stable,0
Kericho,Water,Completed,100,2020-03-07,2020-08-01,60000000,High,Low,Stable,0
Naivasha,Market,Delayed,92,2022-12-18,2023-04-07,42000000,Medium,High,Rapid,0
Mandera,Road,Delayed,3,2022-12-04,2024-06-22,91000000,High,Low,Slow,0
Nakuru,School,In Progress,72,2022-01-24,2023-04-29,21000000,Low,Low,Stable,0
Garissa,School,Not Started,0,,,64000000,Low,Medium,Slow,0
Nakuru,Water,In Progress,61,2022-10-16,2024-04-28,17000000,High,Medium,Slow,0
Kakamega,Road,Delayed,7,2021-11-30,2022-04-03,7000000,High,Low,Stable,0
Marsabit,Market,Delayed,13,2022-07-20,2023-09-01,55000000,Medium,Medium,Rapid,0
Lamu,Water,Completed,100,2018-12-22,2020-03-11,70000000,Medium,Medium,Slow,0
Isiolo,Market,Completed,100,2018-05-20,2019-04-13,38000000,High,Medium,Slow,0
Meru,School,Completed,100,2019-02-08,2020-02-28,6000000,Medium,High,Rapid,0
Marsabit,Road,In Progress,30,2022-08-09,2023-02-04,60000000,Medium,Low,Stable,0
Lodwar,Bridge,In Progress,73,2021-02-16,2022-03-09,60000000,Low,Low,Stable,0
Malindi,School,Delayed,45,2022-09-17,2023-06-04,54000000,Medium,Low,Slow,0
Embu,Hospital,Delayed,44,2021-08-01,2023-03-05,52000000,High,Low,Slow,0
Malindi,Bridge,In Progress,37,2021-10-01,2022-06-28,77000000,Medium,High,Slow,0
Eldoret,Water,Not Started,0,,,40000000,Low,Low,Stable,0
Kakamega,Bridge,Not Started,0,,,43000000,High,Low,Rapid,0
Malindi,Water,Delayed,53,2021-08-30,2022-04-17,50000000,Medium,Medium,Slow,0
Narok,School,Delayed,91,2022-10-09,2023-02-14,97000000,High,Medium,Rapid,0
Nairobi,Road,Completed,100,2020-10-16,2021-04-17,87000000,Low,Low,Slow,0
Lamu,School,Completed,100,2020-05-06,2020-11-20,40000000,Low,High,Rapid,0
Nakuru,Hospital,Completed,100,2019-04-23,2020-04-23,72000000,Medium,Medium,Rapid,0
Marsabit,School,Not Started,0,,,81000000,Medium,Low,Rapid,0
Lamu,Electricity,In Progress,24,2021-12-26,2022-06-14,7000000,Medium,Low,Stable,0
Kericho,Electricity,Delayed,74,2022-05-02,2022-11-06,44000000,High,High,Stable,0
Isiolo,Hospital,Delayed,49,2021-02-13,2022-05-01,99000000,Medium,High,Slow,0
Nakuru,Hospital,Completed,100,2020-07-17,2021-03-11,54000000,Medium,Medium,Stable,0
Isiolo,Road,Completed,100,2018-01-29,2019-05-06,24000000,High,High,Rapid,0
Lamu,Electricity,Delayed,75,2021-10-08,2023-01-12,26000000,Medium,Medium,Slow,0
Marsabit,School,Delayed,70,2021-10-21,2022-06-01,82000000,High,Low,Rapid,0
Kisumu,Electricity,Not Started,0,,,47000000,Medium,High,Rapid,0
Kitale,Water,Completed,100,2019-06-21,2020-09-23,47000000,High,High,Rapid,0
Nyeri,School,In Progress,14,2022-02-09,2023-01-17,48000000,High,Low,Rapid,0
Embu,School,Not Started,0,,,32000000,Medium,High,Stable,0
Lodwar,Water,Not Started,0,,,72000000,Low,Low,Rapid,0
Kitale,Hospital,In Progress,25,2022-08-28,2024-04-03,13000000,Medium,High,Rapid,0
Lamu,Bridge,Not Started,0,,,66000000,Low,High,Slow,0
Nakuru,Electricity,Delayed,20,2022-02-20,2023-08-24,91000000,Low,High,Stable,0
Mombasa,Water,Completed,100,2019-08-25,2020-02-20,73000000,Medium,High,Slow,0
Nairobi,Water,In Progress,64,2021-12-05,2022-04-07,43000000,Low,High,Rapid,0
Nairobi,School,Not Started,0,,,34000000,Low,Low,Stable,0
Voi,School,Completed,100,2019-12-06,2020-10-15,43000000,Low,Medium,Rapid,0
Eldoret,Road,Not Started,0,,,98000000,Medium,High,Stable,0
Kericho,Water,Not Started,0,,,64000000,Low,High,Slow,0
Meru,Electricity,Not Started,0,,,70000000,Medium,Medium,Rapid,0
Marsabit,Road,Not Started,0,,,16000000,Low,Low,Slow,0
Narok,Road,Completed,100,2019-04-28,2020-01-12,4000000,Low,Medium,Rapid,0
Kitale,Road,Completed,100,2020-09-18,2021-07-25,21000000,Medium,High,Stable,0
Lodwar,Hospital,Not Started,0,,,45000000,Medium,Medium,Rapid,0
Kericho,Electricity,Delayed,47,2021-08-02,2022-06-04,76000000,Low,Low,Rapid,0
Mandera,Bridge,Not Started,0,,,11000000,Medium,High,Rapid,0
Isiolo,Electricity,In Progress,56,2022-03-01,2022-07-25,32000000,High,Medium,Rapid,0
Narok,Electricity,Delayed,45,2022-05-09,2023-03-28,7000000,Low,High,Rapid,1
Embu,Road,In Progress,24,2021-04-06,2022-04-06,77000000,Medium,Medium,Rapid,0
Voi,Water,In Progress,50,2022-09-14,2023-01-16,73000000,Medium,High,Rapid,0
Machakos,Market,Delayed,56,2022-06-30,2024-01-08,46000000,High,High,Slow,0
Mombasa,Hospital,In Progress,63,2022-07-30,2022-12-18,10000000,High,Low,Stable,0
Voi,School,Delayed,10,2021-07-17,2023-04-22,89000000,Low,High,Stable,0
Nairobi,Market,Completed,100,2019-10-18,2020-03-24,35000000,Medium,Medium,Rapid,0
Isiolo,Water,Not Started,0,,,20000000,Medium,Medium,Slow,0
Narok,Hospital,Delayed,17,2021-04-05,2021-06-14,57000000,High,High,Stable,0
Kericho,Hospital,In Progress,24,2021-01-18,2022-10-23,90000000,Medium,High,Slow,0
Kisumu,Bridge,In Progress,68,2021-12-26,2022-03-26,31000000,Low,Medium,Stable,0
Nyeri,Water,Completed,100,2019-07-27,2020-07-23,85000000,High,Low,Slow,0
Mombasa,Bridge,Delayed,84,2022-06-09,2023-10-24,60000000,Medium,Medium,Slow,0
Kericho,Hospital,Not Started,0,,,35000000,Medium,Low,Slow,0
Mombasa,Bridge,Not Started,0,,,11000000,High,Low,Slow,0
Narok,Bridge,Completed,100,2020-07-07,2021-03-28,76000000,High,Medium,Slow,0
Marsabit,Bridge,Delayed,46,2022-02-02,2022-12-11,95000000,Low,Medium,Slow,0
Naivasha,Bridge,Completed,100,2019-09-12,2020-04-24,3000000,High,High,Rapid,0
Kitale,Water,Delayed,63,2022-12-30,2024-11-12,12000000,High,Low,Rapid,0
Eldoret,Electricity,In Progress,83,2021-03-09,2022-07-10,35000000,Medium,Medium,Rapid,0
Thika,School,Not Started,0,,,5000000,High,High,Stable,0
Lodwar,Road,Not Started,0,,,100000000,High,Low,Slow,0
Kericho,Market,Completed,100,2018-09-27,2019-07-01,64000000,Low,High,Slow,0
Eldoret,Hospital,Completed,100,2020-03-20,2020-10-10,94000000,Medium,Low,Slow,0
Kericho,School,Completed,100,2018-02-27,2019-06-05,23000000,Medium,Low,Rapid,0
Lodwar,School,In Progress,36,2021-06-13,2023-01-16,73000000,Medium,Low,Rapid,0
Nakuru,Market,In Progress,30,2021-11-11,2022-04-16,72000000,High,Medium,Rapid,0
Kericho,Road,Delayed,94,2022-12-28,2024-11-04,56000000,Low,High,Rapid,0
Embu,School,Completed,100,2018-03-03,2018-07-04,38000000,Medium,Medium,Rapid,0
Lodwar,Market,Completed,100,2018-03-05,2019-02-19,48000000,High,Medium,Slow,0
Kitale,Electricity,Delayed,78,2022-10-24,2024-01-13,91000000,Medium,High,Slow,0
Embu,School,In Progress,91,2022-08-25,2024-01-30,14000000,High,Medium,Rapid,0
Machakos,Bridge,In Progress,58,2022-09-02,2023-10-16,2000000,Low,High,Slow,0
Lamu,Hospital,Delayed,20,2021-07-01,2022-08-07,35000000,High,Low,Rapid,0
Kakamega,School,Completed,100,2020-10-02,2021-10-01,53000000,Medium,High,Slow,0
Isiolo,Bridge,In Progress,30,2021-07-11,2021-08-27,81000000,Medium,Medium,Rapid,0
Kitale,Water,Not Started,0,,,96000000,Medium,Medium,Rapid,0
Mandera,Market,Delayed,59,2022-02-15,2023-11-20,1000000,Low,Low,Stable,0
Nyeri,Road,Not Started,0,,,90000000,High,High,Stable,0
Mombasa,Hospital,Not Started,0,,,47000000,Medium,Low,Rapid,0
Lodwar,Market,Not Started,0,,,70000000,High,Medium,Rapid,0
Naivasha,Water,Delayed,28,2022-06-27,2023-05-13,47000000,Low,High,Slow,0
Garissa,School,Not Started,0,,,53000000,Low,Low,Rapid,0
Kitale,Hospital,Not Started,0,,,30000000,Medium,Medium,Slow,0
Meru,Water,Not Started,0,,,30000000,Low,Medium,Stable,0
Kericho,Electricity,Completed,100,2018-04-09,2019-02-11,9000000,High,Low,Slow,0
Mandera,Water,Not Started,0,,,14000000,Low,Low,Slow,0
Isiolo,Water,Not Started,0,,,36000000,High,High,Slow,0
Lamu,Road,In Progress,93,2022-09-01,2024-03-30,7000000,Medium,Low,Slow,0
Kitale,Water,In Progress,45,2021-04-07,2021-07-22,3000000,Medium,Medium,Stable,0
Marsabit,Water,Delayed,70,2022-10-22,2024-07-22,33000000,High,High,Stable,0
Marsabit,Road,Not Started,0,,,76000000,High,Medium,Slow,0
Eldoret,Electricity,In Progress,17,2021-06-23,2021-11-07,72000000,High,High,Rapid,0
Kakamega,Road,Not Started,0,,,19000000,Medium,High,Slow,0
Meru,Hospital,Delayed,6,2022-03-15,2022-10-16,20000000,High,Medium,Rapid,0
Mombasa,Market,Not Started,0,,,92000000,Medium,Low,Slow,0
Marsabit,Electricity,Delayed,6,2022-05-13,2024-03-27,74000000,Low,Low,Rapid,0
Naivasha,Electricity,In Progress,72,2022-04-28,2023-01-21,9000000,Medium,Low,Rapid,0
Voi,Water,Delayed,9,2021-08-05,2021-11-11,33000000,Low,Low,Rapid,0
Isiolo,Market,Delayed,5,2021-12-14,2022-02-18,42000000,High,Low,Stable,0
Lamu,Bridge,In Progress,14,2022-10-17,2022-11-21,69000000,Low,Low,Stable,0
Voi,Bridge,Not Started,0,,,40000000,High,Medium,Rapid,0
Thika,Bridge,In Progress,80,2021-11-26,2023-05-21,61000000,Low,Medium,Slow,0
Nakuru,Water,Completed,100,2020-04-22,2020-10-01,68000000,High,High,Rapid,0
Malindi,Bridge,In Progress,40,2021-01-10,2022-05-26,90000000,Medium,High,Stable,0
Meru,Market,Not Started,0,,,44000000,High,High,Slow,0
Kisumu,Electricity,Delayed,16,2021-06-28,2021-10-07,46000000,Medium,Medium,Stable,0
Wajir,Water,Not Started,0,,,63000000,Low,Medium,Rapid,0
Voi,Electricity,Not Started,0,,,6000000,Low,Low,Slow,0
Mandera,Water,In Progress,48,2021-06-14,2021-09-13,8000000,Medium,High,Slow,0
Lamu,Market,In Progress,39,2021-12-19,2023-07-04,77000000,Medium,Low,Rapid,0
Kisumu,Bridge,Delayed,89,2022-05-18,2024-04-10,53000000,High,Low,Stable,0
Meru,Market,Not Started,0,,,85000000,Medium,Medium,Slow,0
Naivasha,Bridge,In Progress,79,2021-05-16,2021-10-04,12000000,Low,Low,Slow,0
Mombasa,School,In Progress,66,2022-10-20,2023-09-20,75000000,Medium,High,Slow,0
Embu,Water,Delayed,7,2022-12-14,2024-06-01,29000000,Medium,Medium,Stable,0
Eldoret,School,Completed,100,2018-03-11,2019-01-21,51000000,Low,High,Rapid,0
Garissa,Market,Not Started,0,,,31000000,Low,Medium,Slow,0
Lamu,School,Completed,100,2020-05-10,2021-01-04,72000000,Low,Medium,Slow,0
Nyeri,Electricity,In Progress,96,2021-12-01,2022-01-09,22000000,High,Medium,Stable,0
Nairobi,Water,Not Started,0,,,8000000,High,High,Slow,0
Nakuru,Water,Completed,100,2020-10-26,2021-09-18,42000000,High,Low,Stable,0
Malindi,Bridge,In Progress,18,2021-01-02,2021-04-07,73000000,Low,High,Stable,0
Wajir,Bridge,In Progress,58,2022-06-15,2024-01-04,64000000,Medium,High,Stable,0
Kitale,School,Not Started,0,,,76000000,High,Medium,Rapid,0
Naivasha,Water,Completed,100,2019-11-30,2020-12-06,41000000,Low,Low,Slow,0
Meru,Electricity,Not Started,0,,,26000000,Medium,Medium,Rapid,0
Kitale,Market,Not Started,0,,,31000000,Low,Low,Stable,0
Wajir,Road,In Progress,36,2022-10-23,2024-02-12,47000000,Low,High,Slow,0
Kisumu,Market,Delayed,35,2022-03-12,2022-08-23,63000000,High,High,Slow,0
Embu,Bridge,Not Started,0,,,23000000,Low,High,Stable,0
Machakos,Market,Not Started,0,,,6000000,Low,High,Stable,0
Machakos,Market,Completed,100,2018-06-09,2019-10-09,66000000,Low,Low,Slow,0
Mandera,Water,In Progress,15,2021-02-11,2022-09-01,5000000,High,High,Slow,0
Kericho,Bridge,Delayed,35,2022-12-16,2024-10-02,79000000,High,Low,Stable,0
Kericho,Hospital,Completed,100,2018-11-23,2019-10-04,94000000,Medium,High,Slow,0
Voi,Market,Delayed,61,2022-08-20,2023-08-25,39000000,Medium,Medium,Slow,0
Eldoret,Bridge,Delayed,80,2022-10-21,2023-12-31,52000000,Medium,Medium,Slow,0
Embu,Hospital,Delayed,4,2022-05-26,2023-05-13,14000000,Low,High,Rapid,1
Mombasa,Hospital,Completed,100,2020-03-25,2021-01-24,37000000,Medium,Medium,Rapid,0
Meru,Electricity,In Progress,24,2022-04-02,2024-02-05,18000000,Medium,Low,Rapid,0
Embu,Market,Completed,100,2019-05-03,2019-10-27,20000000,High,Low,Rapid,0
Kitale,School,Delayed,3,2022-01-22,2022-11-18,23000000,Medium,Medium,Rapid,0
Lamu,Hospital,In Progress,67,2021-02-16,2022-11-28,29000000,Medium,Medium,Stable,0
Thika,Electricity,Delayed,59,2022-01-15,2023-12-06,29000000,High,Medium,Stable,0
Malindi,School,In Progress,54,2021-02-02,2021-12-25,78000000,High,Medium,Stable,0
Nairobi,Electricity,Not Started,0,,,81000000,Low,Medium,Stable,0
Kakamega,School,Completed,100,2018-12-08,2019-09-22,23000000,High,Medium,Slow,0
Nairobi,Hospital,Not Started,0,,,77000000,Low,Low,Stable,0
Naivasha,School,Not Started,0,,,11000000,Medium,High,Stable,0
Kitale,Road,Completed,100,2019-04-11,2019-08-28,80000000,Medium,High,Rapid,0
Nyeri,Water,Not Started,0,,,78000000,Low,High,Rapid,1
Isiolo,Water,Delayed,64,2021-04-17,2021-06-09,9000000,Medium,Low,Rapid,0
Garissa,Water,Completed,100,2018-06-12,2019-09-04,40000000,High,High,Stable,0
Voi,Water,Completed,100,2019-05-13,2020-01-23,16000000,Medium,Low,Rapid,0
Eldoret,Bridge,Not Started,0,,,9000000,High,Medium,Stable,0
Lodwar,Market,Delayed,51,2022-04-29,2022-07-09,5000000,Medium,Medium,Rapid,0
Garissa,Market,In Progress,79,2021-12-24,2022-07-10,48000000,Medium,High,Stable,0
Naivasha,Hospital,Completed,100,2020-10-21,2021-07-14,31000000,High,Low,Rapid,0
Kisumu,Bridge,In Progress,13,2022-12-12,2023-04-27,12000000,Low,Low,Slow,0
Machakos,School,In Progress,16,2022-11-14,2023-09-13,84000000,Low,High,Rapid,1
Eldoret,Hospital,Completed,100,2020-02-07,2021-01-06,12000000,Medium,Medium,Rapid,0
Wajir,Hospital,Delayed,12,2022-06-05,2022-09-15,81000000,Medium,Medium,Rapid,0
Meru,Bridge,In Progress,44,2022-01-06,2022-08-26,64000000,High,High,Rapid,0
Naivasha,Water,Not Started,0,,,1000000,Medium,High,Slow,0
Lamu,School,Not Started,0,,,34000000,Low,Medium,Slow,0
Nakuru,Electricity,In Progress,16,2022-11-23,2023-08-17,30000000,High,Low,Slow,0
Malindi,Bridge,Completed,100,2018-04-21,2019-04-22,85000000,High,Medium,Rapid,0
Kitale,Road,Not Started,0,,,91000000,Low,High,Slow,0
Naivasha,Road,In Progress,25,2022-11-09,2024-03-07,67000000,Medium,High,Slow,0
Lamu,Electricity,Delayed,41,2021-10-20,2022-11-25,59000000,Low,Low,Rapid,0
Lodwar,Electricity,Delayed,42,2022-07-05,2023-11-22,60000000,Low,Low,Rapid,0
Nyeri,School,Not Started,0,,,5000000,High,High,Slow,0
Nairobi,Bridge,Delayed,20,2021-03-27,2022-11-26,56000000,Medium,High,Stable,0
