Settlement Name,Project Type,Project Completion Status,Completion Percentage,Start Date,End Date,Project Budget (KES),Requirement,Population,Implementing Partner,Type of Settlement
Trans Nzoia,Sanitation,Completed,100,2019-07-15,2019-10-15,371325.5443051406,N/A,82490,USAID,Rural
Bomet,Sanitation,Completed,100,2021-12-06,2022-09-20,431124.3513825193,N/A,68396,AMREF,Semi-Rural
Nakuru,Community Center,Completed,100,2019-01-22,2019-11-29,128123.65164014477,N/A,26792,Oxfam,Rural
Nandi,Sanitation,Completed,100,2019-02-03,2019-06-17,853363.3329659799,N/A,94449,Save the Children,Semi-Rural
Kakamega,School Construction,Completed,100,2018-11-10,2019-05-05,208911.39914648325,N/A,45078,AMREF,Semi-Rural
Kericho,Community Center,Completed,100,2019-11-17,2020-08-25,517550.66640642297,N/A,64115,CARE,Rural
Turkana,School Construction,Completed,100,2019-06-30,2019-11-02,537451.3998715433,N/A,61162,AMREF,Rural
Busia,School Construction,Completed,100,2018-08-22,2019-06-25,330023.05611828,N/A,60622,World Vision,Rural
Narok,Agriculture,Completed,100,2019-04-20,2019-10-09,498853.77572139417,N/A,77394,World Bank,Rural
West Pokot,Health Clinic,Completed,100,2019-04-02,2019-08-07,340992.5204065082,N/A,63796,ActionAid,Semi-Rural
Kilifi,Community Center,Completed,100,2018-02-13,2018-09-16,148359.65760417614,N/A,28195,Save the Children,Semi-Rural
Kericho,Sanitation,Completed,100,2019-04-19,2019-10-09,15745.083286570376,N/A,2816,USAID,Semi-Rural
Mombasa,Health Clinic,Completed,100,2018-08-31,2019-06-20,648926.8493959438,N/A,64365,World Bank,Urban
Kericho,Sanitation,Completed,100,2018-02-15,2018-04-13,134838.0303202049,N/A,39428,World Bank,Semi-Rural
Kakamega,Renewable Energy,Completed,100,2021-03-25,2021-09-26,69507.6087902367,N/A,18718,Red Cross,Rural
Kilifi,Renewable Energy,Completed,100,2019-02-05,2020-01-06,905086.708860631,N/A,91444,Red Cross,Semi-Rural
Lamu,School Construction,Completed,100,2021-08-16,2022-03-03,243474.66440553154,N/A,64350,CARE,Semi-Rural
Narok,School Construction,Completed,100,2021-01-18,2021-04-24,293538.8521838364,N/A,67554,USAID,Rural
Malindi,School Construction,Completed,100,2018-04-12,2018-12-11,507488.06848165405,N/A,59715,World Bank,Semi-Urban
Kilifi,Road Construction,Completed,100,2018-12-30,2019-03-29,272883.73416562256,N/A,73413,CARE,Semi-Rural
Tana River,Sanitation,Completed,100,2021-04-03,2022-02-18,118071.50778891971,N/A,47023,World Bank,Rural
Siaya,Road Construction,Completed,100,2019-11-15,2019-12-26,142062.57977642256,N/A,18182,USAID,Rural
Siaya,Community Center,Completed,100,2019-08-09,2020-05-20,376713.77337397047,N/A,69795,World Vision,Semi-Rural
Homa Bay,Community Center,Completed,100,2018-02-12,2018-03-21,550948.6461216216,N/A,94254,AMREF,Rural
Migori,Renewable Energy,Completed,100,2021-02-12,2022-01-27,487463.69250771625,N/A,89365,World Bank,Rural
Kwale,Health Clinic,Completed,100,2021-04-10,2022-04-08,285938.7251619163,N/A,30250,Oxfam,Semi-Rural
Samburu,Agriculture,Completed,100,2019-02-13,2020-01-12,246174.8029893288,N/A,64042,World Vision,Rural
Elgeyo Marakwet,Road Construction,Completed,100,2019-08-12,2019-12-04,675321.4131445404,N/A,80082,AMREF,Semi-Rural
Garissa,Water Supply,Completed,100,2019-12-05,2020-01-09,45196.85191357634,N/A,7630,Oxfam,Rural
Meru,Sanitation,Completed,100,2020-05-23,2021-01-29,318460.07753459696,N/A,75312,Oxfam,Semi-Rural
West Pokot,Road Construction,Completed,100,2019-02-23,2020-01-27,105076.17054636104,N/A,18198,World Bank,Rural
Laikipia,Sanitation,Completed,100,2021-07-03,2022-01-28,486631.2781661239,N/A,80120,Oxfam,Semi-Rural
Mombasa,School Construction,Completed,100,2021-06-09,2022-03-27,977857.5181035293,N/A,84456,USAID,Urban
Marsabit,Sanitation,Completed,100,2018-01-14,2018-06-25,177306.07274871026,N/A,22101,CARE,Rural
Isiolo,Sanitation,Completed,100,2021-04-10,2022-02-22,59517.90333225937,N/A,22071,Save the Children,Rural
Homa Bay,Road Construction,Completed,100,2019-06-20,2020-02-18,521572.91941822955,N/A,78830,Red Cross,Semi-Rural
Siaya,Community Center,Completed,100,2021-08-04,2021-10-17,285212.3194927475,N/A,92189,Save the Children,Rural
Thika,Community Center,Completed,100,2018-01-27,2018-08-10,641219.2708061635,N/A,76060,UNICEF,Semi-Urban
Kiambu,Renewable Energy,Completed,100,2018-09-02,2019-08-02,233890.97191634582,N/A,38823,Save the Children,Rural
Nyeri,Sanitation,Completed,100,2021-11-26,2021-12-30,134277.80080695942,N/A,64965,Red Cross,Rural
Wajir,Sanitation,Completed,100,2020-11-02,2021-06-02,218347.464817041,N/A,87676,AMREF,Rural
Garissa,Community Center,Completed,100,2020-01-15,2020-05-17,187137.79061802445,N/A,34910,ActionAid,Rural
West Pokot,Community Center,Completed,100,2020-04-19,2020-05-21,203350.392723337,N/A,96739,CARE,Semi-Rural
Uasin Gishu,Renewable Energy,Completed,100,2021-02-11,2022-02-06,497819.4445615517,N/A,64394,USAID,Semi-Rural
Naivasha,Health Clinic,Completed,100,2018-04-23,2018-09-08,494421.0465723989,N/A,56598,World Vision,Semi-Urban
Wajir,Water Supply,Completed,100,2019-01-11,2019-09-27,51660.6062218087,N/A,11336,UNICEF,Semi-Rural
Busia,Renewable Energy,Completed,100,2019-08-30,2019-11-23,390717.67916983826,N/A,93479,Red Cross,Semi-Rural
Marsabit,School Construction,Completed,100,2018-01-21,2018-12-27,101519.13057332326,N/A,22182,AMREF,Semi-Rural
Mombasa,Road Construction,Completed,100,2018-03-19,2018-05-17,314968.2983039033,N/A,23099,Red Cross,Urban
Uasin Gishu,Community Center,Completed,100,2021-10-15,2022-08-10,465415.910493403,N/A,47053,AMREF,Semi-Rural
Wajir,Community Center,Completed,100,2019-04-25,2020-02-16,34363.95434323509,N/A,5861,ActionAid,Rural
Nyeri,Health Clinic,Completed,100,2021-04-04,2022-01-08,600929.815142007,N/A,86818,AMREF,Rural
Kericho,Agriculture,Completed,100,2021-03-10,2021-07-20,421343.8880703966,N/A,86782,AMREF,Semi-Rural
Thika,Renewable Energy,Completed,100,2020-02-15,2020-09-20,264246.4821353876,N/A,40807,CARE,Semi-Urban
Malindi,Community Center,Ongoing,66,2019-04-28,,816678.7189855987,N/A,65033,UNICEF,Semi-Urban
Kisii,Renewable Energy,Completed,100,2018-12-17,2019-01-28,567091.3523481735,N/A,63636,ActionAid,Semi-Rural
Homa Bay,Water Supply,Completed,100,2021-06-03,2021-12-19,499427.0853693198,N/A,61695,Save the Children,Semi-Rural
Eldoret,Community Center,Completed,100,2020-01-05,2020-08-22,71882.75128862045,N/A,8145,USAID,Rural
Busia,Water Supply,Completed,100,2020-05-24,2020-08-29,517978.42236267246,N/A,65648,UNICEF,Rural
Embu,Water Supply,Completed,100,2018-09-09,2018-12-24,101054.60925824672,N/A,30203,CARE,Rural
Malindi,School Construction,Completed,100,2020-11-01,2021-02-16,745847.9145444037,N/A,58560,AMREF,Semi-Urban
Laikipia,Sanitation,Completed,100,2021-03-01,2021-12-27,431000.1016995837,N/A,76024,Oxfam,Rural
Machakos,Road Construction,Completed,100,2020-12-17,2021-04-04,76255.69823021746,N/A,7764,Oxfam,Semi-Rural
Embu,Sanitation,Completed,100,2020-12-28,2021-08-29,264305.38613976137,N/A,50648,CARE,Rural
Taita Taveta,Community Center,Completed,100,2019-11-30,2020-01-04,167861.84190309764,N/A,23072,UNICEF,Rural
Elgeyo Marakwet,Agriculture,Completed,100,2021-01-15,2021-04-22,240018.0633247012,N/A,32126,World Bank,Semi-Rural
Lamu,Sanitation,Completed,100,2021-07-10,2021-11-28,211438.15724790943,N/A,32457,AMREF,Rural
Kitale,Sanitation,Completed,100,2021-09-02,2021-10-21,160047.4572632951,N/A,21505,Red Cross,Semi-Urban
Wajir,Road Construction,Completed,100,2019-01-31,2019-03-11,30007.995952495963,N/A,4535,USAID,Rural
Laikipia,Agriculture,Completed,100,2018-06-21,2019-04-11,809755.8664035992,N/A,82556,ActionAid,Rural
West Pokot,Road Construction,Ongoing,64,2020-05-24,,12568.337248657535,N/A,2049,Red Cross,Semi-Rural
Kericho,Community Center,Completed,100,2020-05-19,2020-08-18,271603.1693488027,N/A,28278,Save the Children,Semi-Rural
Bomet,Health Clinic,Completed,100,2019-04-21,2019-08-08,603996.4120229986,N/A,68470,Save the Children,Semi-Rural
Isiolo,Renewable Energy,Completed,100,2020-10-15,2021-08-05,196814.66697350837,N/A,46761,CARE,Rural
Kajiado,Water Supply,Completed,100,2018-10-17,2019-08-10,341829.92702789913,N/A,55698,Oxfam,Rural
Embu,Renewable Energy,Completed,100,2019-01-05,2019-09-18,206202.288499658,N/A,26976,UNICEF,Rural
Eldoret,Water Supply,Ongoing,27,2021-07-24,,5493.5750309052,N/A,1443,CARE,Semi-Rural
Kakamega,Community Center,Completed,100,2020-12-16,2021-09-22,77509.35222932306,N/A,26198,ActionAid,Semi-Rural
Bomet,Agriculture,Completed,100,2021-04-05,2022-02-26,538629.3760109658,N/A,87135,Red Cross,Rural
Thika,Community Center,Completed,100,2019-08-04,2020-01-01,499257.46951775963,N/A,77439,USAID,Semi-Urban
Uasin Gishu,School Construction,Completed,100,2020-05-05,2020-08-04,325585.1149662605,N/A,57238,Save the Children,Semi-Rural
Lamu,Health Clinic,Completed,100,2019-04-23,2019-11-05,587910.7454247432,N/A,66078,ActionAid,Rural
Laikipia,Water Supply,Completed,100,2020-05-07,2021-02-08,41093.14821980394,N/A,5300,CARE,Rural
Homa Bay,Water Supply,Completed,100,2019-10-12,2020-05-02,224032.61918630527,N/A,29804,UNICEF,Semi-Rural
Narok,Health Clinic,Completed,100,2021-11-26,2022-02-23,237731.0274170858,N/A,51870,World Vision,Semi-Rural
Wajir,Road Construction,Completed,100,2019-08-30,2020-05-14,398952.1603812945,N/A,50684,World Vision,Rural
Mombasa,Sanitation,Completed,100,2020-02-27,2020-06-03,665599.964447333,N/A,56152,Save the Children,Urban
Naivasha,Road Construction,Completed,100,2020-03-15,2020-09-22,605578.9042057308,N/A,54806,World Vision,Semi-Urban
Garissa,Agriculture,Completed,100,2020-05-16,2020-09-15,771674.6584084795,N/A,94645,USAID,Semi-Rural
Bungoma,Health Clinic,Completed,100,2020-11-13,2021-01-09,321770.18098751333,N/A,75092,ActionAid,Semi-Rural
Turkana,Water Supply,Completed,100,2018-11-03,2019-04-17,169508.53786411317,N/A,47099,Oxfam,Rural
Kisumu,Water Supply,Completed,100,2020-08-09,2020-10-11,889086.7690855827,N/A,76166,AMREF,Urban
Garissa,Agriculture,Completed,100,2020-02-08,2020-06-05,271855.492136226,N/A,71258,ActionAid,Semi-Rural
Nakuru,School Construction,Completed,100,2018-09-05,2019-02-21,290712.71088149137,N/A,34289,Red Cross,Semi-Rural
Kisumu,Agriculture,Completed,100,2019-12-19,2020-05-27,986280.7505038637,N/A,52550,UNICEF,Urban
Kisumu,Agriculture,Completed,100,2019-06-06,2020-04-18,362576.9780349387,N/A,26362,CARE,Urban
Naivasha,Community Center,Completed,100,2020-08-07,2020-12-23,131515.20178831505,N/A,13823,CARE,Semi-Urban
Wajir,Health Clinic,Completed,100,2020-09-29,2021-03-24,255048.349791911,N/A,58888,Red Cross,Rural
Machakos,Health Clinic,Completed,100,2018-12-28,2019-10-12,63491.249658225235,N/A,12519,CARE,Rural
Homa Bay,School Construction,Completed,100,2018-05-14,2019-03-15,303773.32116188086,N/A,38570,Save the Children,Rural
Laikipia,School Construction,Completed,100,2018-02-04,2018-04-21,441680.9984023116,N/A,94419,Oxfam,Semi-Rural
Trans Nzoia,Road Construction,Completed,100,2020-09-11,2021-05-30,200623.84855208293,N/A,33926,USAID,Semi-Rural
Bomet,Renewable Energy,Completed,100,2018-12-26,2019-08-27,290564.8916746064,N/A,73793,World Bank,Rural
Embu,Health Clinic,Completed,100,2021-02-25,2021-10-23,461179.9717957036,N/A,65265,World Bank,Rural
Eldoret,Road Construction,Completed,100,2019-01-18,2019-03-04,284418.9951772658,N/A,63513,World Vision,Rural
Kericho,Road Construction,Completed,100,2018-09-30,2019-02-17,608658.9634336756,N/A,62032,ActionAid,Semi-Rural
Thika,Community Center,Completed,100,2020-12-07,2021-01-15,644808.5647140974,N/A,48653,Red Cross,Semi-Urban
Mandera,School Construction,Completed,100,2018-04-24,2019-01-15,276308.81089041685,N/A,48147,Red Cross,Rural
Kiambu,Water Supply,Completed,100,2018-11-22,2019-08-08,495199.3861836245,N/A,51639,Oxfam,Rural
Machakos,School Construction,Completed,100,2020-09-13,2020-12-23,618479.4438556074,N/A,74251,UNICEF,Semi-Rural
Kilifi,Agriculture,Completed,100,2019-08-03,2020-01-07,26460.829313455346,N/A,3369,World Vision,Rural
Taita Taveta,Community Center,Completed,100,2018-08-23,2019-08-06,755228.8579850255,N/A,81792,UNICEF,Rural
Malindi,Health Clinic,Completed,100,2020-10-25,2021-02-13,258527.11115568556,N/A,23161,Red Cross,Semi-Urban
Kisumu,Health Clinic,Completed,100,2021-08-22,2022-02-09,841410.0827420997,N/A,42552,CARE,Urban
Taita Taveta,Community Center,Completed,100,2020-06-19,2021-02-24,233373.13151144463,N/A,37394,UNICEF,Semi-Rural
Thika,Sanitation,Completed,100,2019-03-19,2019-07-15,65525.230140881285,N/A,7765,CARE,Semi-Urban
Garissa,Community Center,Completed,100,2020-09-18,2021-02-23,152676.90465699902,N/A,38081,World Bank,Rural
Meru,Health Clinic,Completed,100,2021-03-25,2021-06-15,605122.3422718823,N/A,67151,World Vision,Semi-Rural
Garissa,School Construction,Completed,100,2020-07-23,2021-03-20,223789.39044049493,N/A,28399,CARE,Rural
Taita Taveta,Road Construction,Completed,100,2020-05-28,2020-08-31,326418.4491247511,N/A,76287,ActionAid,Semi-Rural
Laikipia,Sanitation,Completed,100,2021-05-12,2021-06-18,46856.66937771377,N/A,5263,Save the Children,Rural
West Pokot,School Construction,Completed,100,2018-02-18,2018-07-12,617634.5390546278,N/A,68546,World Bank,Rural
Garissa,Renewable Energy,Completed,100,2021-09-21,2021-12-26,685570.4847338384,N/A,99112,Save the Children,Rural
Kakamega,Sanitation,Ongoing,66,2019-08-26,,394728.6350083008,N/A,41148,Save the Children,Semi-Rural
Kisii,Renewable Energy,Completed,100,2021-01-16,2021-07-15,207279.65075813213,N/A,99941,AMREF,Semi-Rural
Lamu,Sanitation,Completed,100,2021-12-27,2022-05-31,160114.85030937014,N/A,76675,World Bank,Rural
Migori,School Construction,Completed,100,2020-11-09,2021-01-26,315678.90371855954,N/A,52030,Oxfam,Semi-Rural
Kitale,Road Construction,Completed,100,2020-03-23,2021-03-14,671032.3129375392,N/A,87785,World Bank,Semi-Urban
Eldoret,Community Center,Completed,100,2019-02-18,2019-04-13,105404.29562963679,N/A,15817,Save the Children,Rural
Migori,School Construction,Completed,100,2020-09-25,2020-12-20,125876.14098179628,N/A,14587,World Vision,Rural
Naivasha,Agriculture,Completed,100,2018-10-31,2019-08-08,288142.62465770054,N/A,36183,UNICEF,Semi-Urban
Thika,Sanitation,Completed,100,2018-06-09,2018-12-09,341289.6333561689,N/A,66363,Save the Children,Semi-Urban
Kericho,School Construction,Completed,100,2021-01-19,2021-06-17,601054.8787053658,N/A,85743,AMREF,Semi-Rural
Kakamega,Water Supply,Completed,100,2021-11-29,2022-02-02,281936.218622854,N/A,38594,Oxfam,Rural
Nakuru,School Construction,Completed,100,2021-08-17,2021-09-19,192123.0017835139,N/A,47211,World Vision,Rural
Bomet,Community Center,Completed,100,2020-08-13,2021-04-29,202248.29726059793,N/A,68143,CARE,Rural
Meru,Road Construction,Completed,100,2019-01-13,2019-08-05,33638.91982236363,N/A,12826,Save the Children,Rural
Siaya,School Construction,Completed,100,2021-09-28,2022-06-22,80297.03603556065,N/A,9520,World Vision,Rural
Meru,Road Construction,Completed,100,2021-08-17,2021-09-21,158690.52062180315,N/A,36326,ActionAid,Semi-Rural
Eldoret,Water Supply,Completed,100,2020-09-23,2021-06-30,208033.7382609444,N/A,80233,Save the Children,Semi-Rural
Machakos,Water Supply,Completed,100,2019-09-06,2020-07-31,331617.6124599347,N/A,96525,Oxfam,Rural
Turkana,Road Construction,Completed,100,2019-06-06,2019-08-03,148041.77724543604,N/A,17254,USAID,Semi-Rural
Kajiado,Water Supply,Completed,100,2019-07-13,2019-11-10,208209.26232137877,N/A,51621,CARE,Semi-Rural
West Pokot,School Construction,Completed,100,2020-12-17,2021-09-26,310156.5733188157,N/A,63820,USAID,Semi-Rural
Uasin Gishu,Health Clinic,Completed,100,2018-10-31,2019-02-04,619691.7060465175,N/A,87602,UNICEF,Rural
Lamu,School Construction,Completed,100,2018-07-07,2019-02-12,266134.6567422165,N/A,32094,Save the Children,Rural
Bomet,Renewable Energy,Ongoing,56,2020-12-24,,256299.19651606656,N/A,44481,CARE,Rural
Samburu,Sanitation,Completed,100,2019-03-02,2019-07-03,704805.1634922526,N/A,74501,USAID,Semi-Rural
Eldoret,Sanitation,Completed,100,2018-06-08,2019-04-01,330698.0527556506,N/A,38177,Oxfam,Rural
Elgeyo Marakwet,Agriculture,Completed,100,2021-05-01,2021-12-03,326101.33166843833,N/A,59144,World Vision,Rural
Nairobi,Health Clinic,Completed,100,2021-10-17,2022-04-10,676103.9726983629,N/A,56041,Save the Children,Urban
Bungoma,Agriculture,Completed,100,2021-03-03,2022-02-18,14269.381386382485,N/A,3786,World Vision,Rural
Turkana,Road Construction,Completed,100,2020-12-27,2021-10-30,42962.204684437645,N/A,16861,USAID,Semi-Rural
Isiolo,Road Construction,Completed,100,2020-05-19,2021-02-09,193019.8243763271,N/A,50831,World Vision,Rural
Elgeyo Marakwet,Sanitation,Completed,100,2021-01-04,2021-02-11,69433.90344899562,N/A,28453,Oxfam,Semi-Rural
Marsabit,Community Center,Completed,100,2020-04-26,2021-03-27,523064.5343935222,N/A,88329,CARE,Semi-Rural
Marsabit,Sanitation,Completed,100,2021-10-30,2022-03-15,154805.7803083318,N/A,26968,ActionAid,Rural
Nairobi,Sanitation,Completed,100,2019-09-25,2020-07-30,662398.9444318083,N/A,39244,UNICEF,Urban
Marsabit,School Construction,Completed,100,2019-06-09,2019-12-18,93675.69319345993,N/A,36421,Oxfam,Rural
Kericho,Community Center,Completed,100,2018-03-05,2018-07-13,220144.90384899286,N/A,92472,CARE,Semi-Rural
Embu,Sanitation,Completed,100,2021-12-20,2022-07-15,211174.0605165004,N/A,58801,Save the Children,Rural
Siaya,Community Center,Completed,100,2021-05-02,2021-10-27,333736.5508002533,N/A,72975,UNICEF,Rural
Tana River,Water Supply,Completed,100,2019-05-09,2019-11-30,74332.12897738011,N/A,17292,Save the Children,Semi-Rural
Embu,Road Construction,Completed,100,2018-10-22,2019-10-08,126077.06690920683,N/A,25281,ActionAid,Semi-Rural
Migori,Water Supply,Completed,100,2019-05-12,2020-01-02,75623.71113807091,N/A,18443,World Vision,Semi-Rural
Samburu,Water Supply,Completed,100,2021-09-18,2022-07-26,187388.99518525315,N/A,33210,CARE,Semi-Rural
Migori,School Construction,Completed,100,2020-12-30,2021-03-19,40264.17469651193,N/A,4201,ActionAid,Rural
Bomet,Road Construction,Completed,100,2018-01-13,2018-02-14,307200.1461336956,N/A,68203,UNICEF,Semi-Rural
West Pokot,Sanitation,Ongoing,23,2021-05-03,,20912.434156757292,N/A,2408,World Bank,Rural
Kericho,Road Construction,Completed,100,2020-01-17,2020-10-29,649965.511358877,N/A,70634,World Vision,Semi-Rural
Narok,Renewable Energy,Completed,100,2020-10-17,2021-04-06,740333.4639016252,N/A,95835,Oxfam,Semi-Rural
Meru,Agriculture,Completed,100,2019-10-11,2020-06-26,237912.73433931932,N/A,49365,UNICEF,Semi-Rural
Isiolo,Sanitation,Completed,100,2018-11-23,2019-09-29,100391.28733710402,N/A,46924,USAID,Rural
Kericho,Road Construction,Completed,100,2019-01-13,2019-10-21,227819.08259895683,N/A,27673,World Vision,Semi-Rural
Isiolo,Water Supply,Completed,100,2021-01-03,2021-02-04,105246.79547169573,N/A,34541,World Vision,Rural
Kilifi,Agriculture,Completed,100,2018-05-06,2019-02-14,186075.71243870188,N/A,86674,World Bank,Semi-Rural
Taita Taveta,School Construction,Completed,100,2018-07-01,2019-06-29,119120.49863450382,N/A,28892,AMREF,Rural
Nyeri,Water Supply,Completed,100,2021-06-04,2021-11-02,337885.9749197826,N/A,70963,Save the Children,Semi-Rural
Kisumu,School Construction,Completed,100,2021-07-19,2021-08-26,1075287.9075207426,N/A,86195,CARE,Urban
Garissa,Health Clinic,Completed,100,2018-11-27,2019-09-19,93605.3330589123,N/A,9584,Save the Children,Semi-Rural
Laikipia,Agriculture,Completed,100,2019-09-17,2020-01-31,92638.60901210256,N/A,22395,Oxfam,Semi-Rural
Lamu,Renewable Energy,Completed,100,2020-05-17,2021-01-10,300003.4990423203,N/A,73999,USAID,Rural
Garissa,Sanitation,Completed,100,2021-02-02,2021-03-30,218090.74133983898,N/A,90196,Red Cross,Semi-Rural
Laikipia,Water Supply,Completed,100,2021-07-12,2021-09-09,378854.9638395419,N/A,94176,UNICEF,Semi-Rural
Taita Taveta,School Construction,Completed,100,2021-09-06,2022-09-04,483880.5886295585,N/A,67555,UNICEF,Rural
Elgeyo Marakwet,Community Center,Completed,100,2019-10-09,2020-06-28,184538.7978808692,N/A,33963,Red Cross,Rural
Nakuru,Sanitation,Completed,100,2019-10-02,2020-02-14,245526.33177144005,N/A,33675,AMREF,Rural
Bomet,Renewable Energy,Completed,100,2019-08-31,2020-08-24,85884.66870830145,N/A,17473,AMREF,Rural
Meru,Renewable Energy,Completed,100,2021-04-10,2021-05-25,210161.3009636548,N/A,25220,World Bank,Rural
Mombasa,Community Center,Completed,100,2021-07-16,2022-07-01,227230.17896959445,N/A,11857,Save the Children,Urban
