Settlement Name,Project Type,Project Completion Status,Completion Percentage,Project Budget (KES),Requirement,Population,Implementing Partner,Type of Settlement
SET_0761,Hospital Development,Completed On Time,100,40169871.89124941,Hospital Development Requirement 760,82417,IP_06,Semi Urban
SET_0762,Water Supply,Completed On Time,100,8821360.017676827,Water Supply Requirement 761,20581,IP_19,Semi Urban
SET_0763,Energy,Delayed,55,21628348.3659634,Energy Requirement 762,94665,IP_16,Semi Urban
SET_0764,Water Supply,Completed On Time,100,11165826.92253367,Water Supply Requirement 763,22045,IP_16,Semi Rural
SET_0765,Energy,Completed On Time,100,41982423.24401595,Energy Requirement 764,71714,IP_04,Urban
SET_0766,Hospital Development,Completed Behind Schedule,86,29809076.487073112,Hospital Development Requirement 765,62826,IP_06,Semi Urban
SET_0767,Market Place Construction,Delayed,59,31941167.232310034,Market Place Construction Requirement 766,69694,IP_04,Urban
SET_0768,Water Supply,Ongoing,64,13322776.628617909,Water Supply Requirement 767,23504,IP_03,Semi Urban
SET_0769,Market Place Construction,Completed Behind Schedule,95,3389283.0162415593,Market Place Construction Requirement 768,9802,IP_17,Semi Rural
SET_0770,Market Place Construction,Completed Behind Schedule,93,10578860.849171929,Market Place Construction Requirement 769,48766,IP_15,Semi Rural
SET_0771,School Building,Ongoing,76,15295166.44831473,School Building Requirement 770,44254,IP_08,Semi Rural
SET_0772,Water Supply,Completed On Time,100,4413578.72090527,Water Supply Requirement 771,11143,IP_15,Semi Rural
SET_0773,Market Place Construction,Completed On Time,100,7966779.307375755,Market Place Construction Requirement 772,27957,IP_06,Semi Urban
SET_0774,Energy,Completed On Time,100,16969695.316339534,Energy Requirement 773,54639,IP_20,Urban
SET_0775,Water Supply,Delayed,54,8954736.494561289,Water Supply Requirement 774,16804,IP_17,Semi Urban
SET_0776,Hospital Development,Completed On Time,100,44377912.625020854,Hospital Development Requirement 775,90360,IP_02,Semi Urban
SET_0777,Energy,Cancelled,5,13766618.086697478,Energy Requirement 776,49517,IP_19,Semi Urban
SET_0778,Road Construction,Completed Behind Schedule,89,25087943.5331326,Road Construction Requirement 777,94348,IP_04,Semi Urban
SET_0779,Energy,Ongoing,58,5587743.359614406,Energy Requirement 778,32551,IP_18,Semi Rural
SET_0780,Road Construction,Cancelled,18,268965.8282856839,Road Construction Requirement 779,1215,IP_01,Semi Rural
SET_0781,Market Place Construction,Ongoing,35,2820692.828030317,Market Place Construction Requirement 780,11345,IP_18,Semi Urban
SET_0782,School Building,Ongoing,47,1860469.7508739496,School Building Requirement 781,5567,IP_11,Semi Rural
SET_0783,Water Supply,Delayed,72,28537776.01013977,Water Supply Requirement 782,58769,IP_02,Urban
SET_0784,School Building,Delayed,67,22842253.439686697,School Building Requirement 783,37547,IP_01,Semi Urban
SET_0785,Market Place Construction,Delayed,60,13133793.492832264,Market Place Construction Requirement 784,40405,IP_09,Semi Urban
SET_0786,Hospital Development,Cancelled,19,16690245.280669965,Hospital Development Requirement 785,63894,IP_06,Semi Urban
SET_0787,Road Construction,Completed On Time,100,18997620.829354852,Road Construction Requirement 786,49821,IP_03,Semi Urban
SET_0788,Energy,Delayed,69,12864254.688807607,Energy Requirement 787,23813,IP_10,Semi Urban
SET_0789,School Building,Completed Behind Schedule,97,1207255.1744771618,School Building Requirement 788,7080,IP_14,Rural
SET_0790,Road Construction,Stalled,12,27443842.110587288,Road Construction Requirement 789,67766,IP_12,Semi Urban
SET_0791,School Building,Completed On Time,100,10387695.67502354,School Building Requirement 790,25354,IP_05,Semi Rural
SET_0792,Road Construction,Completed On Time,100,8448774.555966973,Road Construction Requirement 791,17562,IP_08,Semi Urban
SET_0793,School Building,Ongoing,39,964150.4397847893,School Building Requirement 792,3895,IP_07,Semi Rural
SET_0794,Market Place Construction,Completed On Time,100,5578789.735667966,Market Place Construction Requirement 793,20782,IP_14,Semi Rural
SET_0795,Hospital Development,Completed On Time,100,11644549.042856898,Hospital Development Requirement 794,33769,IP_09,Semi Rural
SET_0796,Market Place Construction,Completed On Time,100,3038110.1769687883,Market Place Construction Requirement 795,9320,IP_06,Semi Rural
SET_0797,Water Supply,Cancelled,13,56340013.559013754,Water Supply Requirement 796,77896,IP_01,Urban
SET_0798,Market Place Construction,Completed Behind Schedule,84,26805741.495461505,Market Place Construction Requirement 797,77396,IP_01,Urban
SET_0799,Energy,Completed Behind Schedule,82,35609489.748865485,Energy Requirement 798,86711,IP_02,Semi Urban
SET_0800,Road Construction,Stalled,12,40792187.16557706,Road Construction Requirement 799,64656,IP_11,Urban
SET_0801,Road Construction,Completed Behind Schedule,85,15743329.542652164,Road Construction Requirement 800,49128,IP_02,Semi Urban
SET_0802,Energy,Completed Behind Schedule,96,47372924.59966931,Energy Requirement 801,96971,IP_15,Urban
SET_0803,School Building,Stalled,25,5226757.895579631,School Building Requirement 802,15130,IP_17,Semi Rural
SET_0804,Energy,Completed On Time,100,5393509.277429899,Energy Requirement 803,21977,IP_15,Semi Rural
SET_0805,Road Construction,Completed On Time,100,2819477.8042446496,Road Construction Requirement 804,8382,IP_10,Semi Rural
SET_0806,Road Construction,Completed On Time,100,10681250.5039592,Road Construction Requirement 805,46156,IP_08,Semi Rural
SET_0807,Energy,Completed On Time,100,7812799.440001742,Energy Requirement 806,16479,IP_09,Semi Urban
SET_0808,Market Place Construction,Completed On Time,100,8681686.522818884,Market Place Construction Requirement 807,16696,IP_11,Semi Urban
SET_0809,Water Supply,Delayed,73,19614735.087457992,Water Supply Requirement 808,69244,IP_10,Semi Urban
SET_0810,Market Place Construction,Completed Behind Schedule,88,39602233.48285534,Market Place Construction Requirement 809,68684,IP_04,Urban
SET_0811,School Building,Ongoing,72,13180328.501798559,School Building Requirement 810,55675,IP_15,Semi Urban
SET_0812,Market Place Construction,Ongoing,55,35759452.415353686,Market Place Construction Requirement 811,83916,IP_17,Urban
SET_0813,School Building,Completed On Time,100,21812304.5834248,School Building Requirement 812,39367,IP_12,Semi Urban
SET_0814,Road Construction,Completed Behind Schedule,82,20164626.433399178,Road Construction Requirement 813,48691,IP_03,Semi Urban
SET_0815,Market Place Construction,Ongoing,75,21410668.714827973,Market Place Construction Requirement 814,58204,IP_01,Semi Urban
SET_0816,Road Construction,Completed On Time,100,4987165.821513801,Road Construction Requirement 815,16896,IP_07,Semi Rural
SET_0817,Market Place Construction,Completed Behind Schedule,86,4836002.816795842,Market Place Construction Requirement 816,12397,IP_14,Semi Rural
SET_0818,Road Construction,Completed Behind Schedule,82,37986818.60759289,Road Construction Requirement 817,54785,IP_11,Urban
SET_0819,School Building,Completed Behind Schedule,91,28668807.647904262,School Building Requirement 818,50549,IP_14,Semi Urban
SET_0820,Energy,Completed On Time,100,8180732.17574531,Energy Requirement 819,44617,IP_02,Semi Rural
SET_0821,School Building,Completed On Time,100,48887044.14284538,School Building Requirement 820,84400,IP_02,Urban
SET_0822,Market Place Construction,Stalled,32,704715.63392667,Market Place Construction Requirement 821,2299,IP_04,Rural
SET_0823,Energy,Completed Behind Schedule,93,22475612.78475023,Energy Requirement 822,69367,IP_18,Urban
SET_0824,Market Place Construction,Ongoing,69,9307200.004476493,Market Place Construction Requirement 823,21659,IP_06,Semi Urban
SET_0825,Market Place Construction,Completed On Time,100,56830253.816433884,Market Place Construction Requirement 824,90242,IP_11,Urban
SET_0826,Hospital Development,Ongoing,66,3357099.6233557663,Hospital Development Requirement 825,13665,IP_06,Semi Urban
SET_0827,Road Construction,Ongoing,40,24838905.612458833,Road Construction Requirement 826,47233,IP_03,Semi Urban
SET_0828,Energy,Ongoing,67,7212976.202362829,Energy Requirement 827,25054,IP_09,Semi Rural
SET_0829,School Building,Completed On Time,100,15747756.071572466,School Building Requirement 828,46689,IP_12,Semi Urban
SET_0830,Market Place Construction,Ongoing,33,12372309.085782925,Market Place Construction Requirement 829,31825,IP_12,Semi Urban
SET_0831,Road Construction,Completed On Time,100,2543412.5049596457,Road Construction Requirement 830,9521,IP_12,Semi Rural
SET_0832,Road Construction,Completed On Time,100,28246980.71228382,Road Construction Requirement 831,96233,IP_20,Semi Urban
SET_0833,Market Place Construction,Completed Behind Schedule,93,10964831.78825858,Market Place Construction Requirement 832,24004,IP_12,Semi Rural
SET_0834,School Building,Delayed,72,34244722.03584228,School Building Requirement 833,75205,IP_06,Urban
SET_0835,Energy,Delayed,61,529646.9808414644,Energy Requirement 834,2269,IP_06,Rural
SET_0836,Road Construction,Completed On Time,100,22700066.084397715,Road Construction Requirement 835,63514,IP_06,Semi Urban
SET_0837,Water Supply,Completed Behind Schedule,80,9591122.645722317,Water Supply Requirement 836,39968,IP_20,Semi Rural
SET_0838,Market Place Construction,Completed On Time,100,24259405.11764536,Market Place Construction Requirement 837,56087,IP_10,Semi Urban
SET_0839,School Building,Delayed,74,6907718.968444477,School Building Requirement 838,25600,IP_07,Semi Urban
SET_0840,Road Construction,Completed On Time,100,7159890.354823193,Road Construction Requirement 839,23785,IP_19,Semi Rural
SET_0841,School Building,Ongoing,53,9964898.351125756,School Building Requirement 840,24548,IP_10,Semi Rural
SET_0842,Market Place Construction,Delayed,75,22852222.46003621,Market Place Construction Requirement 841,42136,IP_08,Semi Urban
SET_0843,Road Construction,Ongoing,66,25180011.3266764,Road Construction Requirement 842,82731,IP_16,Semi Urban
SET_0844,Road Construction,Completed On Time,100,38666181.36366644,Road Construction Requirement 843,87807,IP_05,Semi Urban
SET_0845,School Building,Completed On Time,100,33650122.77657474,School Building Requirement 844,88453,IP_12,Semi Urban
SET_0846,School Building,Cancelled,13,12813113.78519265,School Building Requirement 845,28594,IP_05,Semi Rural
SET_0847,School Building,Completed On Time,100,24556078.245296348,School Building Requirement 846,53311,IP_15,Semi Urban
SET_0848,Water Supply,Completed On Time,100,40571287.15456094,Water Supply Requirement 847,76148,IP_14,Urban
SET_0849,School Building,Cancelled,7,687263.2778771155,School Building Requirement 848,1654,IP_15,Semi Rural
SET_0850,Market Place Construction,Completed Behind Schedule,90,27289666.13231806,Market Place Construction Requirement 849,52028,IP_16,Semi Urban
SET_0851,Water Supply,Cancelled,8,13513005.11317602,Water Supply Requirement 850,40148,IP_04,Semi Urban
SET_0852,Water Supply,Completed On Time,100,4859039.164367638,Water Supply Requirement 851,14161,IP_01,Semi Urban
SET_0853,Market Place Construction,Stalled,31,4709331.743072993,Market Place Construction Requirement 852,11763,IP_02,Semi Urban
SET_0854,Energy,Completed Behind Schedule,92,22056797.78300997,Energy Requirement 853,49353,IP_10,Semi Urban
SET_0855,Energy,Ongoing,37,59701294.027517565,Energy Requirement 854,83464,IP_11,Urban
SET_0856,Road Construction,Completed Behind Schedule,98,28920158.932935845,Road Construction Requirement 855,99958,IP_04,Semi Urban
SET_0857,School Building,Completed Behind Schedule,81,15176004.576959744,School Building Requirement 856,30475,IP_18,Semi Urban
SET_0858,Hospital Development,Ongoing,63,1749075.2780782792,Hospital Development Requirement 857,6629,IP_09,Rural
SET_0859,Water Supply,Completed On Time,100,55452469.60392726,Water Supply Requirement 858,91545,IP_02,Urban
SET_0860,School Building,Completed Behind Schedule,95,55274393.85437358,School Building Requirement 859,90254,IP_14,Semi Urban
SET_0861,School Building,Ongoing,67,13427093.546099275,School Building Requirement 860,41870,IP_09,Semi Rural
SET_0862,Market Place Construction,Stalled,17,5599140.833506634,Market Place Construction Requirement 861,19646,IP_15,Semi Rural
SET_0863,Hospital Development,Stalled,37,41437100.700323306,Hospital Development Requirement 862,98889,IP_13,Urban
SET_0864,Hospital Development,Completed Behind Schedule,91,14220099.591391118,Hospital Development Requirement 863,41387,IP_17,Semi Rural
SET_0865,Energy,Completed Behind Schedule,96,14460017.14144204,Energy Requirement 864,61408,IP_04,Semi Urban
SET_0866,Market Place Construction,Delayed,70,17973377.078606904,Market Place Construction Requirement 865,65926,IP_16,Semi Urban
SET_0867,Water Supply,Completed Behind Schedule,92,33021027.608402774,Water Supply Requirement 866,60342,IP_14,Urban
SET_0868,Energy,Ongoing,48,7574818.781416963,Energy Requirement 867,28043,IP_12,Semi Rural
SET_0869,Water Supply,Completed Behind Schedule,89,21806966.95039112,Water Supply Requirement 868,58889,IP_07,Semi Urban
SET_0870,Water Supply,Completed On Time,100,13782750.91558744,Water Supply Requirement 869,45921,IP_08,Semi Rural
SET_0871,Road Construction,Ongoing,59,21415800.03261702,Road Construction Requirement 870,83800,IP_05,Urban
SET_0872,School Building,Completed Behind Schedule,87,3743724.5409799027,School Building Requirement 871,16032,IP_04,Semi Rural
SET_0873,School Building,Delayed,50,35254400.635912515,School Building Requirement 872,66184,IP_04,Urban
SET_0874,School Building,Ongoing,30,41195195.26732064,School Building Requirement 873,82515,IP_16,Semi Urban
SET_0875,Energy,Completed Behind Schedule,84,21583920.272046655,Energy Requirement 874,75710,IP_06,Semi Urban
SET_0876,Road Construction,Completed Behind Schedule,80,39322402.849808656,Road Construction Requirement 875,72260,IP_03,Urban
SET_0877,Road Construction,Ongoing,74,22876305.303490996,Road Construction Requirement 876,50703,IP_20,Urban
SET_0878,Market Place Construction,Completed Behind Schedule,95,51795456.45795282,Market Place Construction Requirement 877,97364,IP_13,Semi Urban
SET_0879,Road Construction,Completed On Time,100,54276328.71064739,Road Construction Requirement 878,82494,IP_07,Urban
SET_0880,Energy,Cancelled,9,6997880.027911828,Energy Requirement 879,42662,IP_04,Semi Rural
SET_0881,Hospital Development,Cancelled,7,10954459.887070106,Hospital Development Requirement 880,27128,IP_13,Semi Urban
SET_0882,Market Place Construction,Delayed,61,18408423.51993366,Market Place Construction Requirement 881,39885,IP_04,Semi Urban
SET_0883,Hospital Development,Completed On Time,100,21658641.028044067,Hospital Development Requirement 882,52012,IP_11,Semi Urban
SET_0884,Hospital Development,Delayed,77,29049062.30442737,Hospital Development Requirement 883,88318,IP_03,Urban
SET_0885,Energy,Completed Behind Schedule,99,21051618.041952413,Energy Requirement 884,61186,IP_01,Urban
SET_0886,School Building,Completed On Time,100,36093046.201101616,School Building Requirement 885,67606,IP_18,Urban
SET_0887,Energy,Ongoing,68,39061359.14747298,Energy Requirement 886,66439,IP_08,Urban
SET_0888,Energy,Ongoing,65,17623121.95269285,Energy Requirement 887,68038,IP_09,Semi Urban
SET_0889,Hospital Development,Cancelled,3,10650678.534586523,Hospital Development Requirement 888,32213,IP_04,Semi Rural
SET_0890,Market Place Construction,Delayed,51,48393620.37343337,Market Place Construction Requirement 889,96167,IP_16,Urban
SET_0891,Market Place Construction,Completed On Time,100,4784180.267110289,Market Place Construction Requirement 890,14180,IP_07,Semi Rural
SET_0892,Road Construction,Stalled,21,1373396.497376929,Road Construction Requirement 891,6470,IP_12,Semi Rural
